datetime,open,high,low,close,adj_close,volume
2000/02/29,136.0625,137.4375,135.75,137.4375,89.07752227783203,8242500
2000/03/01,137.625,139.0,137.21875,138.4375,89.72562408447266,6868000
2000/03/02,138.6875,139.125,137.34375,138.53125,89.78640747070312,7600200
2000/03/03,140.4375,141.71875,139.71875,141.125,91.46746826171875,12770300
2000/03/06,140.8125,141.34375,138.75,139.75,90.5763168334961,11967100
2000/03/07,140.0,140.15625,135.21875,137.046875,88.82434844970703,20062000
2000/03/08,136.46875,137.84375,135.03125,136.875,88.7129135131836,11808500
2000/03/09,137.25,140.875,136.125,140.875,91.30548858642578,5500900
2000/03/10,140.1875,142.0,139.53125,140.125,90.81938934326172,7924600
2000/03/13,136.6875,140.46875,135.6875,138.59375,89.82695007324219,10540500
2000/03/14,139.28125,140.09375,136.15625,136.625,88.55091094970703,8263900
2000/03/15,136.875,140.4375,136.0625,139.8125,90.61681365966797,10300800
2000/03/16,141.625,146.84375,140.875,146.34375,94.84991455078125,25601400
2000/03/17,145.8125,148.0,145.4375,146.9375,95.47676849365234,10272900
2000/03/20,146.875,147.34375,144.78125,146.1875,94.98943328857422,12502300
2000/03/21,145.53125,149.75,144.5,149.1875,96.93876647949219,13612600
2000/03/22,149.5625,150.84375,148.6875,150.09375,97.52763366699219,8260000
2000/03/23,149.15625,153.46875,149.15625,152.65625,99.19270324707031,11654500
2000/03/24,152.875,155.75,151.71875,153.5625,99.7815933227539,11462900
2000/03/27,153.375,153.78125,151.8125,151.9375,98.72571563720703,8798600
2000/03/28,151.25,152.984375,150.59375,151.0625,98.15715026855469,6334400
2000/03/29,151.5625,152.484375,149.65625,151.21875,98.25868225097656,6747500
2000/03/30,150.15625,151.921875,147.125,148.6875,96.61394500732422,9491900
2000/03/31,149.625,152.3125,148.4375,150.375,97.71041107177734,9249100
2000/04/03,150.125,151.25,148.6875,151.25,98.2789535522461,8508200
2000/04/04,151.75,153.0,141.390625,150.125,97.54795837402344,19585500
2000/04/05,147.875,150.8125,147.625,149.1875,96.93876647949219,8387200
2000/04/06,150.25,151.6875,149.0,150.484375,97.78150939941406,6378500
2000/04/07,151.5625,152.125,150.5,151.4375,98.40079498291016,6023600
2000/04/10,151.75,153.109375,150.3125,150.84375,98.01498413085938,9624200
2000/04/11,150.0,151.625,148.375,150.40625,97.73072814941406,9006400
2000/04/12,150.375,151.15625,146.15625,146.28125,95.05039978027344,10779200
2000/04/13,147.46875,148.15625,143.78125,144.25,93.73051452636719,12225800
2000/04/14,142.625,142.8125,133.5,136.0,88.36980438232422,29604000
2000/04/17,135.1875,140.75,134.6875,140.75,91.45629119873047,23918200
2000/04/18,140.5625,144.46875,139.78125,144.46875,93.87268829345703,11069200
2000/04/19,144.5,145.125,142.53125,143.125,92.9995346069336,6553700
2000/04/20,143.5625,143.9375,142.375,143.8125,93.4462890625,8537600
2000/04/24,141.5,143.3125,140.5,142.25,92.43099975585938,12893100
2000/04/25,144.625,148.15625,144.4375,148.15625,96.26871490478516,14102000
2000/04/26,147.96875,148.75,146.0,146.484375,95.18236541748047,7711100
2000/04/27,143.0,147.34375,143.0,146.0,94.86763763427734,15595300
2000/04/28,147.0,147.859375,145.0625,145.09375,94.27880096435547,8743400
2000/05/01,146.5625,148.484375,145.84375,147.0625,95.55799865722656,7328300
2000/05/02,145.5,147.125,144.125,144.125,93.6493148803711,9411900
2000/05/03,144.0,144.0,139.78125,140.75,91.45629119873047,12630700
2000/05/04,142.0,142.359375,140.75,141.8125,92.14669799804688,5963600
2000/05/05,141.0625,144.0,140.9375,143.53125,93.26348876953125,7862400
2000/05/08,142.75,143.375,141.84375,142.453125,92.5629653930664,5064100
2000/05/09,143.0625,143.40625,140.265625,141.3125,91.8218002319336,5620300
2000/05/10,140.5,140.96875,137.75,138.125,89.75065612792969,10293900
2000/05/11,140.125,141.5,139.125,141.28125,91.80152130126953,7091100
2000/05/12,141.8125,143.46875,141.625,142.8125,92.79644775390625,5960800
2000/05/15,142.75,145.609375,142.0,145.28125,94.40062713623047,4441300
2000/05/16,146.5625,147.71875,145.3125,146.6875,95.31436157226562,8192200
2000/05/17,145.6875,146.1875,144.46875,145.15625,94.3193588256836,5907200
2000/05/18,145.625,146.3125,143.375,143.375,93.1619873046875,4325600
2000/05/19,142.5625,143.234375,140.40625,141.125,91.69994354248047,6518400
2000/05/22,141.25,141.46875,137.0,140.0625,91.00955200195312,10839400
2000/05/23,140.4375,140.8125,137.5625,138.0,89.66942596435547,7979200
2000/05/24,138.0,140.6875,136.5,140.25,91.13143920898438,11081500
2000/05/25,140.6875,141.8125,137.71875,137.84375,89.5678482055664,8278900
2000/05/26,138.8125,139.6875,137.328125,138.0,89.66942596435547,4814000
2000/05/30,140.0,142.9375,139.46875,142.5,92.5933609008789,5362700
2000/05/31,142.5625,144.0,142.09375,142.8125,92.79644775390625,6056500
2000/06/01,143.6875,145.4375,143.0,145.3125,94.42091369628906,8961600
2000/06/02,148.9375,149.09375,147.484375,147.84375,96.06566619873047,8962200
2000/06/05,147.46875,148.21875,146.875,147.125,95.59864044189453,6998100
2000/06/06,146.625,147.78125,145.90625,146.46875,95.17223358154297,4858900
2000/06/07,146.625,148.0,146.0,147.484375,95.83219146728516,4919500
2000/06/08,147.5,147.75,146.0625,146.90625,95.45655059814453,5723100
2000/06/09,147.5,147.96875,145.625,146.59375,95.25342559814453,3085300
2000/06/12,146.96875,146.96875,144.875,144.875,94.13664245605469,3678900
2000/06/13,144.8125,147.75,144.625,147.59375,95.90318298339844,6558700
2000/06/14,148.25,148.875,147.1875,147.84375,96.06566619873047,6420500
2000/06/15,148.125,148.75,146.84375,148.15625,96.26871490478516,5881200
2000/06/16,148.3125,148.3125,145.875,146.59375,95.47770690917969,5567900
2000/06/19,146.46875,149.15625,146.25,148.46875,96.69890594482422,5106900
2000/06/20,148.1875,148.875,147.0,147.9375,96.35289001464844,6480000
2000/06/21,146.9375,148.4375,146.890625,147.875,96.31221008300781,3115000
2000/06/22,147.5625,147.6875,145.0,145.625,94.84675598144531,7490500
2000/06/23,145.8125,146.125,143.875,144.375,94.03257751464844,4863300
2000/06/26,145.375,146.25,144.875,146.234375,95.24365234375,5201300
2000/06/27,145.984375,146.71875,145.015625,145.15625,94.54141235351562,4159500
2000/06/28,145.625,146.984375,145.3125,145.5625,94.80601501464844,5347700
2000/06/29,144.75,145.75,143.515625,144.1875,93.91051483154297,6345700
2000/06/30,143.9375,145.59375,143.890625,145.28125,94.62287902832031,7420200
2000/07/03,145.4375,147.4375,145.1875,147.28125,95.92546081542969,1436600
2000/07/05,146.375,146.65625,144.375,144.625,94.19544982910156,2748200
2000/07/06,144.9375,146.46875,144.21875,145.75,94.92816162109375,5963200
2000/07/07,146.6875,148.78125,146.25,148.09375,96.45468139648438,3034800
2000/07/10,147.875,148.90625,147.53125,147.84375,96.29186248779297,2816100
2000/07/11,147.46875,149.125,147.15625,148.15625,96.4953842163086,5431600
2000/07/12,149.28125,150.125,148.6875,149.125,97.12638854980469,5883000
2000/07/13,149.984375,150.375,149.1875,149.78125,97.55375671386719,5356000
2000/07/14,150.4375,151.25,149.671875,151.25,98.5103530883789,5341900
2000/07/17,150.984375,151.984375,150.6875,151.0,98.3475570678711,4208300
2000/07/18,150.625,150.625,149.34375,149.765625,97.5435562133789,4262100
2000/07/19,149.46875,149.90625,148.25,148.5625,96.76000213623047,8506800
2000/07/20,149.0,150.625,148.8125,150.625,98.10327911376953,4538900
2000/07/21,149.75,149.75,147.6875,147.6875,96.1900863647461,5656900
2000/07/24,148.125,148.859375,146.5625,146.84375,95.6405258178711,5628500
2000/07/25,147.75,147.84375,146.78125,147.3125,95.94585418701172,4757100
2000/07/26,146.96875,147.15625,145.640625,145.875,95.00958251953125,12062500
2000/07/27,145.9375,146.625,144.6875,145.375,94.68395233154297,7652600
2000/07/28,145.71875,145.90625,141.515625,142.09375,92.54678344726562,6229500
2000/07/31,142.9375,144.125,142.0625,143.0,93.13706970214844,5265500
2000/08/01,143.625,144.71875,143.125,143.875,93.70694732666016,3946600
2000/08/02,143.875,145.40625,143.625,144.59375,94.17510223388672,7439800
2000/08/03,142.875,145.8125,142.625,145.59375,94.82644653320312,4607100
2000/08/04,146.3125,146.71875,145.40625,146.375,95.33525848388672,3686600
2000/08/07,146.71875,148.4375,146.375,148.125,96.47503662109375,4159800
2000/08/08,147.5,148.8125,147.5,148.6875,96.84140014648438,3658700
2000/08/09,149.140625,149.21875,147.375,147.4375,96.02726745605469,5383800
2000/08/10,147.53125,147.859375,146.28125,146.71875,95.55913543701172,4193400
2000/08/11,146.625,148.0,145.5625,147.40625,96.00691986083984,5089400
2000/08/14,147.78125,149.5625,147.0625,149.28125,97.22810363769531,2966700
2000/08/15,149.34375,149.8125,148.5625,149.15625,97.14666748046875,5564600
2000/08/16,149.3125,149.9375,147.84375,148.625,96.8006591796875,5191600
2000/08/17,148.6875,150.4375,148.34375,150.1875,97.81835174560547,5652200
2000/08/18,150.375,150.375,149.21875,149.6875,97.49269104003906,4626400
2000/08/21,150.03125,150.71875,149.40625,150.5,98.02186584472656,2380600
2000/08/22,150.5625,151.3125,150.09375,150.25,97.85906219482422,3075300
2000/08/23,149.8125,151.28125,149.28125,150.84375,98.24578857421875,5483200
2000/08/24,151.15625,151.5,150.5,151.3125,98.55106353759766,4529000
2000/08/25,151.15625,151.625,150.9375,151.25,98.5103530883789,2822200
2000/08/28,151.25,152.90625,151.25,151.765625,98.8462142944336,5518700
2000/08/29,151.4375,151.875,150.90625,151.796875,98.86653900146484,3561900
2000/08/30,151.3125,151.5,150.34375,150.34375,97.92008209228516,3964800
2000/08/31,151.0625,153.09375,150.90625,152.34375,99.22271728515625,4863100
2000/09/01,153.25,153.59375,152.0,152.5,99.32447052001953,3191200
2000/09/05,151.875,152.203125,150.8125,151.28125,98.53070831298828,3470800
2000/09/06,151.1875,151.953125,149.53125,149.5625,97.4112548828125,4322200
2000/09/07,150.25,151.078125,149.828125,150.84375,98.24578857421875,4265500
2000/09/08,150.28125,150.5,149.328125,149.8125,97.57408142089844,3518200
2000/09/11,149.75,151.1875,148.6875,149.59375,97.43163299560547,3937500
2000/09/12,149.75,150.25,148.4375,148.5,96.7192611694336,4769100
2000/09/13,148.0,149.34375,147.65625,148.890625,96.97370910644531,7691600
2000/09/14,149.875,149.9375,148.15625,149.640625,97.46217346191406,3397100
2000/09/15,148.1875,148.25,146.0,146.0,95.32987976074219,4085700
2000/09/18,146.375,146.96875,144.203125,144.65625,94.45248413085938,5109300
2000/09/19,145.125,146.3125,144.703125,145.96875,95.30948638916016,6588200
2000/09/20,145.6875,146.03125,143.15625,144.890625,94.60556030273438,6508100
2000/09/21,144.46875,145.5625,142.625,142.6875,93.16700744628906,5972300
2000/09/22,142.625,145.3125,142.421875,145.28125,94.8605728149414,7791300
2000/09/25,145.9375,146.0625,143.71875,144.25,94.18724822998047,9726300
2000/09/26,144.375,145.0,142.40625,142.40625,92.98338317871094,5302400
2000/09/27,143.5625,143.96875,142.125,143.15625,93.47309112548828,7186200
2000/09/28,143.1875,146.328125,142.890625,145.0,94.67694854736328,7036400
2000/09/29,145.46875,145.96875,143.625,143.625,93.7791976928711,9333600
2000/10/02,144.28125,144.90625,143.140625,143.84375,93.9220199584961,5517800
2000/10/03,144.53125,145.75,142.28125,142.5,93.0445785522461,9347200
2000/10/04,142.875,144.25,141.75,143.6875,93.81990051269531,6148900
2000/10/05,143.40625,144.84375,143.3125,144.1875,94.14643096923828,4566900
2000/10/06,143.875,144.640625,139.75,141.0625,92.10594177246094,10014900
2000/10/09,141.3125,141.3125,139.375,140.0,91.41220092773438,4508000
2000/10/10,140.09375,141.25,137.6875,137.6875,89.90228271484375,6104700
2000/10/11,137.625,138.625,135.125,136.53125,89.14734649658203,10346000
2000/10/12,137.28125,137.59375,132.78125,133.125,86.9232406616211,12336900
2000/10/13,132.9375,137.65625,132.875,137.5625,89.82064819335938,11778800
2000/10/16,137.40625,138.234375,136.6875,138.1875,90.22879028320312,5659000
2000/10/17,138.4375,138.5625,134.40625,134.75,87.9842758178711,7831700
2000/10/18,132.625,136.125,130.15625,134.25,87.65779113769531,10897300
2000/10/19,136.84375,139.453125,136.4375,139.3125,90.96334075927734,8767300
2000/10/20,138.375,141.1875,138.375,139.90625,91.35100555419922,7373500
2000/10/23,139.9375,141.03125,138.9375,140.53125,91.75910949707031,5290000
2000/10/24,140.96875,141.9375,139.0,139.59375,91.14691162109375,5750700
2000/10/25,138.75,139.5625,136.125,136.3125,89.00446319580078,9137600
2000/10/26,137.125,137.65625,134.03125,136.6875,89.24935913085938,9345800
2000/10/27,137.875,139.28125,136.625,139.28125,90.94292449951172,9762900
2000/10/30,138.4375,141.09375,138.15625,140.53125,91.75910949707031,10154100
2000/10/31,141.015625,143.6875,140.0625,142.953125,93.34044647216797,7752400
2000/11/01,142.25,143.25,141.21875,142.46875,93.02417755126953,6753600
2000/11/02,143.15625,143.90625,142.515625,142.703125,93.17720031738281,11395100
2000/11/03,143.46875,143.75,142.375,142.78125,93.22821807861328,5187100
2000/11/06,143.15625,144.296875,143.03125,143.78125,93.88115692138672,4042500
2000/11/07,143.140625,144.0,142.5625,143.75,93.8607406616211,5231300
2000/11/08,144.0625,144.0625,140.5625,140.5625,91.77952575683594,6123300
2000/11/09,140.0,141.21875,137.25,140.03125,91.43265533447266,10635300
2000/11/10,139.0,139.46875,136.53125,136.625,89.20854187011719,8569500
2000/11/13,135.625,136.984375,133.015625,135.5625,88.51478576660156,17285300
2000/11/14,137.46875,139.625,137.0,139.125,90.84086608886719,7668900
2000/11/15,139.0625,140.109375,137.75,139.5625,91.1265869140625,8837700
2000/11/16,138.578125,139.875,137.3125,137.375,89.69825744628906,6684100
2000/11/17,137.3125,139.0,135.75,136.640625,89.21871185302734,6551100
2000/11/20,135.75,136.375,134.3125,134.6875,87.94345092773438,5458500
2000/11/21,134.875,136.1875,133.515625,135.375,88.39234161376953,7684300
2000/11/22,134.34375,134.875,132.125,132.140625,86.280517578125,5736900
2000/11/24,133.625,134.96875,133.625,134.84375,88.0455093383789,3411600
2000/11/27,136.46875,136.6875,135.3125,136.03125,88.82087707519531,5992000
2000/11/28,135.125,136.59375,133.640625,133.6875,87.29051971435547,5336100
2000/11/29,134.375,135.90625,133.265625,133.4375,87.1272964477539,6914100
2000/11/30,132.5,133.5,129.75,132.28125,86.3723373413086,11201600
2000/12/01,133.1875,134.0625,131.0,132.21875,86.33152770996094,7587200
2000/12/04,131.875,133.875,131.5,133.34375,87.0660400390625,6996600
2000/12/05,134.875,138.25,134.40625,137.71875,89.92269897460938,8883400
2000/12/06,137.78125,138.34375,135.03125,135.515625,88.48417663574219,12888000
2000/12/07,134.875,135.875,133.65625,133.65625,87.27005767822266,6529100
2000/12/08,137.0625,139.46875,133.875,133.96875,87.47415161132812,10276300
2000/12/11,137.375,139.5625,136.71875,138.625,90.5144271850586,6405600
2000/12/12,138.1875,138.8125,137.375,138.03125,90.12674713134766,5022900
2000/12/13,139.25,139.40625,136.03125,136.140625,88.89227294921875,6070500
2000/12/14,135.875,136.5,134.03125,134.40625,87.7597885131836,7678400
2000/12/15,133.125,133.125,130.5625,130.96875,85.7776107788086,9065300
2000/12/18,132.0625,133.46875,131.765625,132.71875,86.92378997802734,7235400
2000/12/19,132.46875,134.96875,130.015625,130.015625,85.15336608886719,9616600
2000/12/20,128.625,128.9375,126.09375,126.25,82.68704223632812,9994300
2000/12/21,126.0,128.859375,125.53125,127.125,83.26016998291016,14331500
2000/12/22,129.0,131.109375,128.84375,130.9375,85.75718688964844,10182900
2000/12/26,130.84375,132.34375,130.28125,132.34375,86.67816162109375,4665300
2000/12/27,131.75,133.734375,131.25,133.3125,87.31267547607422,4854100
2000/12/28,132.8125,133.875,132.59375,133.71875,87.57872009277344,8358700
2000/12/29,134.0625,134.28125,131.1875,131.1875,85.92090606689453,8774600
2001/01/02,132.0,132.15625,127.5625,128.8125,84.3653793334961,8737500
2001/01/03,128.3125,136.0,127.65625,135.0,88.41789245605469,19431600
2001/01/04,134.9375,135.46875,133.0,133.546875,87.46617126464844,9219000
2001/01/05,133.46875,133.625,129.1875,129.1875,84.61099243164062,12911400
2001/01/08,129.875,130.1875,127.6875,130.1875,85.26594543457031,6625300
2001/01/09,131.046875,131.5,129.421875,129.84375,85.04081726074219,5702400
2001/01/10,129.0,132.125,128.8125,132.125,86.53488159179688,8746100
2001/01/11,131.09375,133.484375,131.09375,132.25,86.6167984008789,7245100
2001/01/12,132.6875,133.71875,131.28125,132.0,86.45304870605469,7244000
2001/01/16,132.0,133.1875,131.515625,132.84375,87.00567626953125,8542200
2001/01/17,134.84375,135.046875,132.640625,133.453125,87.40473175048828,7851400
2001/01/18,133.4375,135.703125,132.9375,134.78125,88.27459716796875,8107000
2001/01/19,136.1875,136.1875,133.875,134.015625,87.7731704711914,7782500
2001/01/22,134.25,135.78125,133.5625,134.90625,88.35650634765625,7050900
2001/01/23,134.46875,136.65625,134.15625,135.96875,89.05230712890625,8463100
2001/01/24,136.25,137.3125,135.84375,136.375,89.31847381591797,6199900
2001/01/25,136.25,137.25,135.65625,136.03125,89.09331512451172,10818300
2001/01/26,135.15625,136.125,134.453125,135.875,88.99095916748047,7136800
2001/01/29,135.5,136.89999389648438,135.3699951171875,136.60000610351562,89.46582794189453,6705900
2001/01/30,136.3000030517578,137.9199981689453,135.7899932861328,137.8000030517578,90.25177001953125,7069100
2001/01/31,137.39999389648438,138.6999969482422,136.60000610351562,137.02000427246094,89.74085998535156,9706900
2001/02/01,137.10000610351562,137.9499969482422,136.25,137.92999267578125,90.3368911743164,8239100
2001/02/02,137.39999389648438,137.99000549316406,134.75,134.8000030517578,88.28687286376953,8276600
2001/02/05,134.8000030517578,135.94000244140625,134.75,135.7899932861328,88.93528747558594,4352900
2001/02/06,135.3000030517578,136.6999969482422,135.22000122070312,135.38999938964844,88.6733169555664,7106700
2001/02/07,134.72000122070312,135.39999389648438,133.67999267578125,134.69000244140625,88.21485900878906,5748700
2001/02/08,134.8000030517578,135.39999389648438,133.10000610351562,133.1199951171875,87.18657684326172,5943300
2001/02/09,133.35000610351562,133.35000610351562,131.25999450683594,131.83999633789062,86.34822082519531,9913000
2001/02/12,131.6999969482422,133.5,131.6999969482422,133.35000610351562,87.33721923828125,5804400
2001/02/13,133.6999969482422,134.1699981689453,132.0,132.25999450683594,86.62330627441406,6587600
2001/02/14,132.64999389648438,132.64999389648438,130.66000366210938,132.05999755859375,86.49236297607422,8400100
2001/02/15,132.83999633789062,133.52000427246094,131.99000549316406,133.33999633789062,87.3306655883789,5929800
2001/02/16,131.0,131.2899932861328,129.3000030517578,130.39999389648438,85.40509033203125,6434900
2001/02/20,131.0399932861328,131.13999938964844,128.10000610351562,128.38999938964844,84.08868408203125,5760000
2001/02/21,127.9000015258789,128.83999633789062,125.5,125.62000274658203,82.27447509765625,10910800
2001/02/22,126.3499984741211,126.54000091552734,123.0199966430664,125.80999755859375,82.39893341064453,21281600
2001/02/23,125.08000183105469,125.54000091552734,121.80000305175781,124.95999908447266,81.84217834472656,20173000
2001/02/26,125.80000305175781,127.62000274658203,124.5,127.62000274658203,83.5843505859375,11503700
2001/02/27,126.80000305175781,127.83999633789062,125.51000213623047,126.44000244140625,82.8115463256836,11415000
2001/02/28,126.75,126.83999633789062,123.2699966430664,123.94999694824219,81.18069458007812,14825800
2001/03/01,124.05000305175781,124.5999984741211,121.75,124.5999984741211,81.60641479492188,14672000
2001/03/02,122.5,125.6500015258789,122.30000305175781,123.61000061035156,80.95805358886719,12564300
2001/03/05,124.1500015258789,124.77999877929688,123.80999755859375,124.73999786376953,81.6981201171875,5293200
2001/03/06,126.3499984741211,127.75,125.48999786376953,126.08000183105469,82.57572174072266,6917000
2001/03/07,126.9000015258789,127.04000091552734,125.76000213623047,126.9800033569336,83.16519165039062,6371700
2001/03/08,126.5999984741211,127.23999786376953,126.13999938964844,127.12000274658203,83.25691223144531,6055000
2001/03/09,126.0999984741211,126.0999984741211,123.11000061035156,123.36000061035156,80.7942886352539,10020300
2001/03/12,122.33999633789062,122.5,117.75,118.08000183105469,77.33618927001953,13972900
2001/03/13,119.4000015258789,120.44000244140625,117.52999877929688,120.0199966430664,78.60676574707031,12888000
2001/03/14,117.05000305175781,119.29000091552734,115.75,117.6500015258789,77.0545654296875,19883400
2001/03/15,118.44999694824219,118.86000061035156,117.36000061035156,117.68000030517578,77.07418823242188,10370300
2001/03/16,117.12999725341797,117.4000015258789,114.80999755859375,115.01000213623047,75.52828216552734,58514600
2001/03/19,115.76000213623047,117.69000244140625,114.81999969482422,117.3499984741211,77.06497955322266,10067800
2001/03/20,117.9000015258789,118.45999908447266,114.11000061035156,114.19999694824219,74.99636840820312,15083900
2001/03/21,114.18000030517578,115.26000213623047,111.9000015258789,112.26000213623047,73.72234344482422,19004600
2001/03/22,112.0199966430664,112.5999984741211,108.04000091552734,111.12000274658203,72.97369384765625,28624800
2001/03/23,113.25,114.66000366210938,111.5,114.4800033569336,75.18025207519531,12861700
2001/03/26,115.69999694824219,116.2699966430664,114.7699966430664,115.94000244140625,76.1390380859375,9943800
2001/03/27,115.62000274658203,118.6500015258789,115.27999877929688,118.30999755859375,77.69544219970703,12880700
2001/03/28,116.9000015258789,116.94999694824219,114.9000015258789,115.04000091552734,75.54801940917969,10953300
2001/03/29,114.69999694824219,116.5,112.13999938964844,115.4800033569336,75.83695983886719,12060300
2001/03/30,115.55000305175781,116.69000244140625,114.5,116.69000244140625,76.63155364990234,9183600
2001/04/02,116.30000305175781,117.37999725341797,113.80000305175781,114.19999694824219,74.99636840820312,10561000
2001/04/03,113.9800033569336,114.1500015258789,110.05999755859375,110.38999938964844,72.49429321289062,12836000
2001/04/04,110.56999969482422,112.0999984741211,109.30000305175781,110.8499984741211,72.79638671875,14884300
2001/04/05,113.30000305175781,115.48999786376953,112.5,115.05000305175781,75.55458068847656,21522800
2001/04/06,113.98999786376953,114.4000015258789,112.05999755859375,113.30000305175781,74.40531158447266,14937800
2001/04/09,114.0,114.98999786376953,112.77999877929688,114.55999755859375,75.2327880859375,9034300
2001/04/10,115.44999694824219,117.75,115.16999816894531,116.6500015258789,76.60531616210938,17873600
2001/04/11,118.77999877929688,118.98999786376953,116.13999938964844,116.7300033569336,76.6578598022461,12722300
2001/04/12,116.30000305175781,118.94000244140625,115.95999908447266,118.8499984741211,78.0500717163086,9233200
2001/04/16,118.29000091552734,118.88999938964844,116.91000366210938,117.5999984741211,77.22913360595703,7350000
2001/04/17,117.30999755859375,119.66000366210938,117.0199966430664,119.26000213623047,78.31935119628906,10924700
2001/04/18,121.05999755859375,126.0,120.69000244140625,124.0,81.43212890625,32481600
2001/04/19,124.25,125.83999633789062,123.58000183105469,125.6500015258789,82.51570892333984,13809900
2001/04/20,124.9000015258789,125.4000015258789,123.66000366210938,124.5,81.76046752929688,7626700
2001/04/23,123.6500015258789,123.88999938964844,121.91000366210938,122.23999786376953,80.27628326416016,8451800
2001/04/24,122.5199966430664,123.6500015258789,121.0999984741211,121.58000183105469,79.8428726196289,10044700
2001/04/25,121.41999816894531,123.66999816894531,120.94999694824219,123.16999816894531,80.88705444335938,8249000
2001/04/26,123.7300033569336,125.22000122070312,123.5,123.72000122070312,81.24822235107422,10590400
2001/04/27,124.91999816894531,125.83999633789062,124.19999694824219,125.77999877929688,82.60108184814453,7938700
2001/04/30,126.44999694824219,127.2699966430664,124.66999816894531,126.66000366210938,83.1789779663086,10766900
2001/05/01,125.06999969482422,127.1500015258789,124.5999984741211,127.05000305175781,83.43507385253906,10578000
2001/05/02,127.41000366210938,127.69000244140625,126.0,126.81999969482422,83.2840576171875,9572900
2001/05/03,126.12999725341797,126.1500015258789,124.22000122070312,125.20999908447266,82.22675323486328,9926200
2001/05/04,123.6500015258789,127.3499984741211,123.44000244140625,127.33999633789062,83.62554168701172,12145300
2001/05/07,126.86000061035156,127.37999725341797,126.2300033569336,126.23999786376953,82.90316009521484,7185200
2001/05/08,126.86000061035156,127.0999984741211,125.55999755859375,126.18000030517578,82.86376953125,6952600
2001/05/09,125.25,126.55000305175781,125.05999755859375,125.6500015258789,82.51570892333984,9507400
2001/05/10,127.26000213623047,127.5,125.7699966430664,126.0199966430664,82.75865173339844,6872400
2001/05/11,126.0,126.48999786376953,124.4000015258789,125.1500015258789,82.18733215332031,7734400
2001/05/14,124.9000015258789,125.44000244140625,124.45999908447266,125.4000015258789,82.35152435302734,7914000
2001/05/15,125.55000305175781,126.5,124.8499984741211,125.9800033569336,82.73240661621094,9782200
2001/05/16,124.83999633789062,129.1999969482422,124.62000274658203,128.9499969482422,84.68283081054688,14909000
2001/05/17,129.0,130.0800018310547,128.55999755859375,129.14999389648438,84.81417846679688,11824600
2001/05/18,129.08999633789062,129.74000549316406,128.10000610351562,129.74000549316406,85.20159912109375,6683100
2001/05/21,129.83999633789062,131.83999633789062,129.14999389648438,131.64999389648438,86.45594787597656,11531500
2001/05/22,131.8300018310547,132.08999633789062,131.07000732421875,131.47999572753906,86.34432983398438,8342700
2001/05/23,131.0500030517578,131.0500030517578,129.25,129.25,84.87984466552734,12330800
2001/05/24,129.47000122070312,130.0,128.5500030517578,129.6300048828125,85.12940979003906,7902800
